id,full_name,description,size,stargazers_count,language,has_projects,has_pages,has_discussions,archived,license,topics,forks,open_issues,watchers,vader_sentiment,sentiment_bin
40598429,thomas haslwanter statsintro python,python modules and ipython notebooks for the book introduction to statistics with python,29263,878,html,1,0,0,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,,568,0,878,0.0,Neutral
2545950,ocelma python recsys,a python library for implementing a recommender system,142,1482,python,1,0,0,0,missing,,438,9,1482,0.0,Neutral
4704710,mwaskom seaborn,statistical data visualization in python,53872,13426,python,1,0,1,0,key bsd clause name bsd clause new or revised license spdx id bsd clause url https api github com licenses bsd clause node id mdc tgljzw zztu,data science data visualization matplotlib pandas python,2033,187,13426,0.0,Neutral
254106825,csfeeser python,missing,15873,14,python,1,0,0,0,missing,,98,2,14,-0.296,Negative
83298814,csc training hpc python,python in high performance computing,4869,358,python,1,0,0,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,,812,1,358,0.0,Neutral
86337870,dev area python,python examples and labs,126012,25,jupyter notebook,1,0,0,0,missing,,76,11,25,0.0,Neutral
161974754,shunichi pythonlinearnonlinearcontrol,pythonlinearnonlinearcontrol is a library implementing the linear and nonlinear control theories in python,1014,947,python,1,0,1,0,missing,cem ddp ilqr linear control model based rl model predictive control mpc mppi nmpc nonlinear control optimal control reinforcement learning,180,2,947,0.0,Neutral
11664928,verbalexpressions pythonverbalexpressions,python regular expressions made easy,32,1640,python,1,0,0,0,missing,,114,8,1640,0.4404,Positive
38511157,jmportilla python for algorithms data structures and interviews,files for udemy course on algorithms and data structures,803,2580,jupyter notebook,1,0,0,0,missing,,2364,22,2580,0.0,Neutral
301372068,anjan python,different type of program list and project,9625,18,scss,1,0,0,0,missing,hacktoberfest hacktoberfest python,86,2,18,0.0,Neutral
101780532,bazel contrib rules python,bazel python rules,16456,632,starlark,0,0,1,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,bazel bazel rules pip pypi pypi packages python python python starlark,625,270,632,0.0,Neutral
220524743,open telemetry opentelemetry python contrib,opentelemetry instrumentation for python modules,10622,896,python,1,0,1,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,,773,720,896,0.0,Neutral
195421634,pdeitel pythonfullthrottle,files for attendees of my pythonfullthrottle safari online learning live training,20244,250,jupyter notebook,1,0,0,0,missing,,257,0,250,0.0,Neutral
23313699,tpaviot pythonocc core,python package for d geometry cad bim cam,94793,1656,swig,1,0,0,0,key lgpl name gnu lesser general public license v spdx id lgpl url https api github com licenses lgpl node id mdc tgljzw zztey,d cad oce python pythonocc webgl,396,306,1656,0.0,Neutral
221919379,aws powertools powertools lambda python,a developer toolkit to implement serverless best practices and increase developer velocity,131507,3140,python,1,0,1,0,key mit name mit no attribution spdx id mit url https api github com licenses mit node id mdc tgljzw zztqx,aws aws lambda lambda python serverless,451,42,3140,0.7579,Positive
67014734,zwczou weixin python,sdk,121,1662,python,1,0,0,0,missing,flask python sdk weixin,400,9,1662,0.0,Neutral
175129788,microsoft pyright,static type checker for python,124992,14762,python,0,1,1,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,,1737,115,14762,0.0,Neutral
69185281,dipanjans text analytics with python,learn how to process classify cluster summarize understand syntax semantics and sentiment of text data with the power of python this repository contains code and datasets used in my book text analytics with python published by apress springer,40679,1679,jupyter notebook,1,0,0,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,clustering gensim natural language natural language processing nltk pattern python scikit learn semantic sentiment sentiment analysis spacy stanford nlp text analytics text classification text summarization,852,1,1679,0.0,Neutral
62270443,qwj python proxy,http http http socks socks shadowsocks shadowsocksr ssh redirect pf tcp udp asynchronous tunnel proxy implemented in python asyncio,325,2150,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,asyncio http http nat pf pproxy proxy python quic shadowsocks shadowsocksr socks socks ssh tunnel,365,66,2150,0.0,Neutral
33614304,nvbn thefuck,magnificent app which corrects your previous console command,4043,93965,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,python shell,3761,392,93965,0.5994,Positive
21404763,google python adb,python adb fastboot implementation,183,1836,python,1,0,0,1,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,,364,72,1836,0.0,Neutral
350524282,hnawaz pythondataanalysis,python data repo jupyter notebook python scripts and data,92895,527,html,1,0,0,0,missing,,435,1,527,0.0,Neutral
455748517,fernandaochoa cursointropython,curso de introducci n a la programaci n con python para launch x de innovacci n virtual,1067,238,jupyter notebook,1,0,0,0,missing,,1338,0,238,0.0,Neutral
148454366,xingag spider python,python,3795,1083,python,1,0,0,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,bs python python requests scrapy urllib xpath,457,15,1083,0.0,Neutral
173331014,pdeitel pythonforprogrammers,files associated with our book python for programmers,4025,215,missing,0,0,0,0,missing,,262,3,215,0.0,Neutral
261788357,breatheco de python flask api tutorial,building an api with python flask,7508,95,python,1,0,0,0,missing,,2911,7,95,0.0,Neutral
170121269,allenlu pythondemo,python,138920,313,jupyter notebook,1,0,0,0,missing,,179,1,313,0.0,Neutral
100272421,qinliu python,python learning,17893,16,jupyter notebook,1,0,0,0,missing,,40,3,16,0.0,Neutral
247014977,honghaier game pythonide pyme,pyme is a tool software to develop the python user interface for python programmer,2319531,933,c,1,0,1,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,drag drag and drop drag and drop programming dragdrop fast gui python python gui pythongui tkinter tkinter app tkinter game tkinter graphic interface tkinter gui tkinter library tkinter python tkinter widgets,166,49,933,0.0,Neutral
225979578,talkpython python for absolute beginners course,code samples and other handouts for our course,49259,2366,python,0,0,1,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,beginner friendly course python tutorial,1020,0,2366,0.0,Neutral
114278858,talkpython daysofcode with python course,course materials and handouts for daysofcode in python course,7863,2135,jupyter notebook,0,0,1,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,daysofcode course learn to code python python tutorial video,1069,4,2135,0.0,Neutral
1310572,trentm python markdown,markdown a fast and complete implementation of markdown in python,2539,2789,python,1,0,0,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,,438,87,2789,0.0,Neutral
9952134,python visualization folium,python data leaflet js maps,519661,7221,python,1,1,1,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,data science data visualization javascript maps python,2248,74,7221,0.0,Neutral
58991963,thunlp thulac python,an efficient lexical analyzer for chinese,80,2082,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,chinese nlp,337,87,2082,0.4215,Positive
31348217,wjw python,small programs by python newbie,14,33,python,1,0,0,0,missing,,63,15,33,0.0,Neutral
506813515,linkedinlearning hands on python,this is a repository for the linkedin learning course hands on python,147,115,html,1,0,0,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,,2505,16,115,0.0,Neutral
95906994,azure app service python,base image for python on linux app service,99,58,python,1,0,0,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,,49,17,58,0.0,Neutral
62105212,aileennielsen timeseriesanalysiswithpython,missing,11391,1884,jupyter notebook,1,0,0,0,missing,,1120,4,1884,-0.296,Negative
48049137,zarr developers zarr python,an implementation of chunked compressed n dimensional arrays for python,18923,1771,python,1,0,1,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,compressed ndimensional arrays python zarr,358,487,1771,0.0,Neutral
589189,ahupp python magic,a python wrapper for libmagic,1213,2813,python,1,0,0,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,,296,24,2813,0.0,Neutral
7466540,jazzcore python pdfkit,wkhtmltopdf python wrapper to convert html to pdf,165,2029,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,,333,44,2029,0.0,Neutral
161322880,ahmedfgad geneticalgorithmpython,source code of pygad a python library for building the genetic algorithm and training machine learning algorithms keras pytorch,21504,2094,python,1,0,1,0,key bsd clause name bsd clause new or revised license spdx id bsd clause url https api github com licenses bsd clause node id mdc tgljzw zztu,deep learning evolutionary algorithms genetic algorithm machine learning neural networks numpy optimization pygad pygad documentation python,489,99,2094,0.0,Neutral
81193807,lzjun python scripts,python,100619,715,html,1,0,0,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,,526,39,715,0.0,Neutral
166597723,liyin python coding interview,a middle to high level open source algorithm book designed with coding interview at heart,69931,2265,tex,1,1,1,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,algorithm algorithms algorithms and data structures algorithms explained book series coding interviews computer science data structures dsa googlecolab interview preparation interview questions leetcode leetcode algorithms leetcode problem catalog python tree,459,7,2265,0.0,Neutral
262298791,shaligram python,missing,264,14,python,1,0,0,0,missing,,45,1,14,-0.296,Negative
65600975,pytorch pytorch,tensors and dynamic neural networks in python with strong gpu acceleration,1102064,93084,python,1,0,0,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,autograd deep learning gpu machine learning neural network numpy python tensor,25217,17113,93084,0.7096,Positive
1639379,vishnubob python midi,python midi library,208,1528,c,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,,367,86,1528,0.0,Neutral
90194616,pydantic pydantic,data validation using python type hints,269676,25150,python,0,0,1,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,hints json schema parsing pydantic python python python python python python validation,2242,510,25150,0.0,Neutral
68125931,shangtongzhang reinforcement learning an introduction,python implementation of reinforcement learning an introduction,6085,14286,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,artificial intelligence reinforcement learning,4955,21,14286,0.0,Neutral
85802819,testcontainers testcontainers python,testcontainers is a python library that providing a friendly api to run docker container it is designed to create runtime environment to use during your automatic tests,2147,1957,python,0,0,1,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,database python python selenium testcontainers testing,330,138,1957,0.6486,Positive
425826166,premalatha success python,missing,31,15,jupyter notebook,1,0,0,0,missing,,52,0,15,-0.296,Negative
28774758,ets labs python dependency injector,dependency injection framework for python,40886,4574,python,0,0,1,0,key bsd clause name bsd clause new or revised license spdx id bsd clause url https api github com licenses bsd clause node id mdc tgljzw zztu,aiohttp asyncio dependency injection dependency injection container dependency injection framework design patterns factory flask flask application flask restful ioc ioc container python python python python singleton threadlocal,338,201,4574,0.0,Neutral
37912001,yinkaisheng python uiautomation for windows,python wrapper of microsoft uiautomation support uiautomation for mfc windowsform wpf modern ui metro ui qt ie firefox chrome,12390,3160,python,1,0,0,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,automation gui python uiautomation windows,551,147,3160,0.6705,Positive
35635075,accre python,example python scripts,3219,31,jupyter notebook,1,0,0,0,missing,,62,0,31,0.0,Neutral
499625689,learn co curriculum python p running python code,missing,25,2,python,1,0,0,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,,4436,7,2,-0.296,Negative
699806845,mouredev python web,curso para aprender desarrollo frontend web con python puro desde cero elaborado durante las emisiones en directo desde twitch de mouredev,25333,4464,html,1,0,0,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,api rest chackra ui css docker frontend github actions postgresql pynecone python python radix ui railway react reflex supabase tailwindcss tutorial vercel web website,229,4,4464,0.0,Neutral
218388521,nvidia ai iot deepstream python apps,deepstream sdk python bindings and sample applications,13163,1685,jupyter notebook,1,0,0,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,,511,7,1685,0.0,Neutral
311373152,zetechuni python,a week python bootcamp by codeit community zetech university,9041,12,jupyter notebook,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,python,92,17,12,0.0,Neutral
252342235,chrisconlan algorithmic trading with python,source code for algorithmic trading with python by chris conlan,4959,3119,python,1,0,0,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,,567,6,3119,0.0,Neutral
124593057,wemake services wemake python styleguide,the strictest and most opinionated python linter ever,11867,2767,python,0,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,code quality flake flake plugin hacktoberfest linter python python styleguide wemake wemake services,409,20,2767,0.0,Neutral
15119546,eye poob python,missing,36,41,python,1,0,0,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,,53,0,41,-0.296,Negative
13086750,luispedro buildingmachinelearningsystemswithpython,source code for the book building machine learning systems with python,187727,2122,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,,1426,3,2122,0.0,Neutral
50640230,jefferson henrique getoldtweets python,a project written in python to get old tweets it bypass some limitations of twitter official api,46,1347,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,,805,176,1347,0.0,Neutral
3644516,gbeced pyalgotrade,python algorithmic trading library,43728,4600,python,1,1,0,1,key other name other spdx id noassertion url none node id mdc tgljzw zzta,,1398,51,4600,0.0,Neutral
130284808,pegasuswang python data structures and algorithms,python,6185,2982,python,1,1,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,algorithm datastructures python,809,8,2982,0.0,Neutral
215740061,eastmountyxz imageprocessing python,csdn python python,259392,2031,jupyter notebook,1,0,0,0,missing,,466,4,2031,0.0,Neutral
89242,jaybaird python bloomfilter,scalable bloom filter implemented in python,341,1622,python,1,0,0,1,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,,329,25,1622,0.0,Neutral
32076778,elapouya python docx template,use a docx as a jinja template,4096,2307,python,1,0,0,0,key lgpl name gnu lesser general public license v spdx id lgpl url https api github com licenses lgpl node id mdc tgljzw zztex,,412,150,2307,0.0,Neutral
351877974,yakimka python interview questions,python developer,852,2206,css,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,answers interview python questions questions and answers,433,9,2206,0.0,Neutral
168629464,kylinyang you are pythonista,python python python,258439,705,python,1,0,0,0,key gpl name gnu general public license v spdx id gpl url https api github com licenses gpl node id mdc tgljzw zztk,awesome python learning python python python learning python learning notes python programming python programming exercises python project python script python zero shot learning,718,2,705,0.0,Neutral
249809320,chilangdon python,en este repositorio encontraras todo relacionado con python desde definiciones b sicas hasta machine learning y un poco de data science este repositorio contiene todo lo que e aprendido acerca de python espero lo disfrutes,15193,75,jupyter notebook,1,0,0,0,missing,,40,5,75,0.0,Neutral
268608991,weijie chen linear algebra with python,lecture notes for linear algebra featuring python this series of lecture notes will walk you through all the must know concepts that set the foundation of data science or advanced quantitative skillsets suitable for statistician econometrician quantitative analysts data scientists and etc to quickly refresh the linear algebra with the assistance of python computation and visualization,20554,2472,jupyter notebook,1,1,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,computational science data analysis data science data visualization diagonalization eigenvalues eigenvectors gram schmidt jupyter linear algebra linear transformations mathematics matrix matrix calculations multivariate normal distribution null space python singular value decomposition symmetric matrices vector space,592,3,2472,0.25,Positive
142458558,flaggo python source code analysis,python,2594,997,makefile,1,1,0,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,,169,10,997,0.0,Neutral
4047286,navdeep g samplemod,missing,18,4878,python,0,0,0,0,key bsd clause name bsd clause simplified license spdx id bsd clause url https api github com licenses bsd clause node id mdc tgljzw zztq,python,1460,16,4878,-0.296,Negative
132078444,lzhanforgit python,python spider number web,61392,30,python,1,0,0,0,missing,,60,0,30,0.0772,Positive
24336654,geektrainer introduction programming python,all of the slides answer files and other solutions used during the introduction to programming,9971,870,python,1,0,0,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,,632,11,870,0.1779,Positive
228683419,google it cert automation practice,google it automation with python professional certificate practice files,16,965,python,1,0,0,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,,45732,26598,965,0.0,Neutral
159271175,sqlalchemy sqlalchemy,the database toolkit for python,93924,10876,python,1,0,1,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,python sql sqlalchemy,1579,231,10876,0.0,Neutral
7377967,madscheme introducing python,an introduction to python,37,801,python,1,0,0,0,missing,,437,12,801,0.0,Neutral
56217288,confluentinc confluent kafka python,confluent s kafka python client,15542,339,python,1,0,1,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,confluent kafka client kafka protocol librdkafka python client,926,222,339,0.0,Neutral
188240666,dominict pythonteachingcode,this repo contains a variety of starter project code and demo code for showing different capabilities and how to use them in python,435,20,jupyter notebook,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,,1570,6,20,0.0,Neutral
